DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
05/03/2018,16:55,,,40.76829,-73.77709,"(40.76829, -73.77709)",210 STREET                      ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3892915,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/03/2018,16:55,BROOKLYN,11234,40.618603,-73.93235,"(40.618603, -73.93235)",,,4400      AVENUE N                      ,0,0,0,0,0,0,0,0,Unspecified,,,,,3895942,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,16:53,BROOKLYN,11223,40.595753,-73.964676,"(40.595753, -73.964676)",,,620       AVENUE V                      ,1,0,1,0,0,0,0,0,Unspecified,,,,,3894635,PASSENGER VEHICLE,,,,
05/03/2018,16:53,QUEENS,11101,40.740067,-73.935455,"(40.740067, -73.935455)",HUNTERS POINT AVENUE            ,31 PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3894051,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,16:50,,,40.764267,-73.722946,"(40.764267, -73.722946)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Following Too Closely,Driver Inattention/Distraction,Unspecified,,,3893097,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
05/03/2018,16:50,BROOKLYN,11233,40.674652,-73.909164,"(40.674652, -73.909164)",EASTERN PARKWAY                 ,DEAN STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3897425,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,16:50,BROOKLYN,11215,40.672794,-73.98329,"(40.672794, -73.98329)",5 AVENUE                        ,3 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3893300,BU,PASSENGER VEHICLE,,,
05/03/2018,16:50,BROOKLYN,11213,40.670277,-73.92542,"(40.670277, -73.92542)",BUFFALO AVENUE                  ,SAINT JOHNS PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3894298,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/03/2018,16:50,BRONX,10453,40.850494,-73.91546,"(40.850494, -73.91546)",WEST TREMONT AVENUE             ,UNIVERSITY AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3893388,BU,SPORT UTILITY / STATION WAGON,,,
05/03/2018,16:46,MANHATTAN,10002,40.720978,-73.988785,"(40.720978, -73.988785)",,,161       ORCHARD STREET                ,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,,,3895923,TAXI,TK,,,
05/03/2018,16:45,,,40.822834,-73.941925,"(40.822834, -73.941925)",8 AVENUE                        ,,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3913806,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
05/03/2018,16:45,QUEENS,11426,40.752842,-73.723946,"(40.752842, -73.723946)",,,250-10    GRAND CENTRAL PARKWAY         ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3893163,BU,TK,,,
05/03/2018,16:40,STATEN ISLAND,10306,40.559605,-74.12117,"(40.559605, -74.12117)",HYLAN BOULEVARD                 ,ADELAIDE AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,,,,,3893179,VN,,,,
05/03/2018,16:40,QUEENS,11423,40.711132,-73.76166,"(40.711132, -73.76166)",99 AVENUE                       ,198 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Failure to Yield Right-of-Way,,,,3894292,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,16:40,QUEENS,11103,40.76548,-73.913704,"(40.76548, -73.913704)",28 AVENUE                       ,STEINWAY STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3893907,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/03/2018,16:38,,,40.893444,-73.88365,"(40.893444, -73.88365)",MAJOR DEEGAN EXPRESSWAY         ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3893852,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
05/03/2018,16:35,MANHATTAN,10010,40.739338,-73.98434,"(40.739338, -73.98434)",,,145       EAST 23 STREET                ,1,0,1,0,0,0,0,0,Unspecified,,,,,3898125,Bus,,,,
05/03/2018,16:35,QUEENS,11357,40.782642,-73.804146,"(40.782642, -73.804146)",17 ROAD                         ,FRANCIS LEWIS BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3893096,PASSENGER VEHICLE,,,,
05/03/2018,16:34,,,40.608757,-74.038086,"(40.608757, -74.038086)",VERRAZANO BRIDGE UPPER          ,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3895881,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
05/03/2018,16:30,,,40.61054,-74.103455,"(40.61054, -74.103455)",,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3895234,PASSENGER VEHICLE,DS,,,
05/03/2018,16:30,,,40.702045,-73.9156,"(40.702045, -73.9156)",WYCKOFF AVENUE                  ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3893281,SPORT UTILITY / STATION WAGON,BU,,,
05/03/2018,16:30,,,40.65605,-73.92361,"(40.65605, -73.92361)",REMSEN AVENUE                   ,LENOX ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3895279,BU,PASSENGER VEHICLE,,,
05/03/2018,16:30,,,40.71444,-73.83127,"(40.71444, -73.83127)",QUEENS BOULEVARD                ,UNION TURNPIKE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3893273,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/03/2018,16:30,QUEENS,11415,,,,83 AVENUE                       ,KEW GARDEN ROAD,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3896110,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,16:30,QUEENS,11413,40.666286,-73.76354,"(40.666286, -73.76354)",SOUTH CONDUIT AVENUE            ,181 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3893034,PASSENGER VEHICLE,PICK-UP TRUCK,,,
05/03/2018,16:30,QUEENS,11375,40.733604,-73.84995,"(40.733604, -73.84995)",108 STREET                      ,63 DRIVE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3893575,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/03/2018,14:24,QUEENS,11105,40.773724,-73.90732,"(40.773724, -73.90732)",,,37-12     DITMARS BOULEVARD             ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3893900,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/03/2018,14:24,MANHATTAN,10028,40.77412,-73.94844,"(40.77412, -73.94844)",,,1578      YORK AVENUE                   ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3892988,TK,PICK-UP TRUCK,,,
05/03/2018,14:24,BRONX,10467,,,,EAST GUN HILL ROAD              ,WHITE PLAINS ROAD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3895051,BU,BU,,,
05/03/2018,14:23,,,40.696198,-73.98869,"(40.696198, -73.98869)",ADAMS STREET                    ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3893032,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,14:20,,,,,,,,61        EAST DRIVE                    ,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,3894436,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
05/03/2018,14:20,,,40.699577,-73.868645,"(40.699577, -73.868645)",JACKIE ROBINSON PKWY            ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3894194,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,14:20,QUEENS,11691,40.603413,-73.76323,"(40.603413, -73.76323)",BESSEMUND AVENUE                ,BAY 25 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3892993,PASSENGER VEHICLE,,,,
05/03/2018,14:20,QUEENS,11385,40.7037,-73.91225,"(40.7037, -73.91225)",,,559       CYPRESS AVENUE                ,0,0,0,0,0,0,0,0,Driver Inexperience,View Obstructed/Limited,,,,3894195,PASSENGER VEHICLE,TK,,,
05/03/2018,14:20,BROOKLYN,11207,40.684628,-73.90811,"(40.684628, -73.90811)",,,697       CHAUNCEY STREET               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3893280,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/03/2018,14:15,,,40.753998,-73.94244,"(40.753998, -73.94244)",21 STREET                       ,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3893901,PASSENGER VEHICLE,,,,
05/03/2018,14:15,,,40.74643,-73.80336,"(40.74643, -73.80336)",164 STREET                      ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unsafe Speed,,,,3892922,PASSENGER VEHICLE,BICYCLE,,,
05/03/2018,14:15,QUEENS,11385,40.703434,-73.91181,"(40.703434, -73.91181)",CYPRESS AVENUE                  ,MENAHAN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3894196,PASSENGER VEHICLE,DS,,,
05/03/2018,14:15,BROOKLYN,11203,40.642384,-73.92539,"(40.642384, -73.92539)",AVENUE D                        ,KINGS HIGHWAY,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3893807,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
05/03/2018,14:15,BRONX,10466,40.88974,-73.84591,"(40.88974, -73.84591)",LACONIA AVENUE                  ,EAST 233 STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3895047,SPORT UTILITY / STATION WAGON,BU,,,
05/03/2018,14:13,,,40.613335,-74.15849,"(40.613335, -74.15849)",,,1441      RICHMOND AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3893604,PASSENGER VEHICLE,,,,
05/03/2018,14:10,,,40.817387,-73.92277,"(40.817387, -73.92277)",EAST 149 STREET                 ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3893271,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/03/2018,14:09,,,40.647766,-73.95816,"(40.647766, -73.95816)",FLATBUSH AVENUE                 ,ALBEMARLE ROAD,,3,0,0,0,0,0,3,0,Following Too Closely,Unspecified,,,,3900538,Box Truck,Station Wagon/Sport Utility Vehicle,,,
05/03/2018,14:08,,,40.68892,-73.99915,"(40.68892, -73.99915)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Illness,Unspecified,,,,3893168,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,14:02,BROOKLYN,11209,40.62143,-74.02299,"(40.62143, -74.02299)",84 STREET                       ,FORT HAMILTON PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3893113,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,14:00,BRONX,10451,40.826397,-73.92116,"(40.826397, -73.92116)",EAST 161 STREET                 ,CONCOURSE VILLAGE WEST,,1,0,1,0,0,0,0,0,,,,,,3893639,TAXI,,,,
05/03/2018,14:00,,,40.817543,-73.95694,"(40.817543, -73.95694)",BROADWAY                        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Backing Unsafely,,,,3893774,SPORT UTILITY / STATION WAGON,MOTORCYCLE,,,
05/03/2018,14:00,,,40.693516,-73.86387,"(40.693516, -73.86387)",79 STREET                       ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3893714,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,14:00,STATEN ISLAND,10308,40.559383,-74.15393,"(40.559383, -74.15393)",GIFFORDS LANE                   ,BARLOW AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3893158,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,14:00,MANHATTAN,10018,40.753716,-73.987076,"(40.753716, -73.987076)",,,1411      BROADWAY                      ,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,3894656,TK,,,,
05/03/2018,14:00,MANHATTAN,10011,40.739243,-73.99919,"(40.739243, -73.99919)",WEST 15 STREET                  ,7 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3894148,TK,TAXI,,,
05/03/2018,14:00,BROOKLYN,11221,40.68586,-73.926674,"(40.68586, -73.926674)",,,160       PATCHEN AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3914230,Station Wagon/Sport Utility Vehicle,,,,
05/03/2018,14:00,BRONX,10463,40.87684,-73.906334,"(40.87684, -73.906334)",,,5500      BROADWAY                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3893843,TK,PICK-UP TRUCK,,,
05/03/2018,13:55,,,40.788906,-73.93765,"(40.788906, -73.93765)",FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3893081,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/03/2018,13:55,BROOKLYN,11236,40.643204,-73.90929,"(40.643204, -73.90929)",REMSEN AVENUE                   ,FARRAGUT ROAD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3893199,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,13:54,MANHATTAN,10027,40.804996,-73.94882,"(40.804996, -73.94882)",,,128       WEST 120 STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3893741,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/03/2018,13:52,QUEENS,11427,40.7216,-73.75868,"(40.7216, -73.75868)",HILLSIDE AVENUE                 ,207 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3893628,PASSENGER VEHICLE,MOTORCYCLE,,,
05/03/2018,13:50,BROOKLYN,11231,40.675842,-73.99905,"(40.675842, -73.99905)",HUNTINGTON STREET               ,COURT STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Oversized Vehicle,,,,3893884,FB,PASSENGER VEHICLE,,,
05/03/2018,13:42,BROOKLYN,11216,40.68014,-73.944786,"(40.68014, -73.944786)",,,1413      FULTON STREET                 ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3893744,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/03/2018,13:41,MANHATTAN,10065,40.76552,-73.97211,"(40.76552, -73.97211)",5 AVENUE                        ,EAST 61 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3892999,SPORT UTILITY / STATION WAGON,TAXI,,,
05/03/2018,13:40,,,,,,TILLOTSON AVENUE                ,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3898209,Station Wagon/Sport Utility Vehicle,,,,
05/03/2018,13:40,,,40.73039,-73.9901,"(40.73039, -73.9901)",EAST 9 STREET                   ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inexperience,,,,3893303,TAXI,TAXI,,,
05/03/2018,13:40,MANHATTAN,10036,,,,,,15        W 47TH STREET                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3893645,VN,VN,,,
05/03/2018,13:40,BROOKLYN,11203,40.65471,-73.94102,"(40.65471, -73.94102)",,,525       LENOX ROAD                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,3905840,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/03/2018,13:37,MANHATTAN,10017,40.754734,-73.970116,"(40.754734, -73.970116)",,,249       EAST 49 STREET                ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3894087,TAXI,SPORT UTILITY / STATION WAGON,,,
05/03/2018,13:35,,,,,,HORACE HARDING EXPRESSWAY       ,KISSENA BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3892935,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,13:30,BROOKLYN,11203,40.662395,-73.93735,"(40.662395, -73.93735)",EAST NEW YORK AVENUE            ,TROY AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3897746,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/03/2018,13:30,,,40.69168,-73.999344,"(40.69168, -73.999344)",BROOKLYN QUEENS EXPRESSWAY      ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3902565,Sedan,Sedan,,,
05/03/2018,13:30,BROOKLYN,11213,40.66523,-73.931465,"(40.66523, -73.931465)",UTICA AVENUE                    ,CROWN STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,3893576,TAXI,PASSENGER VEHICLE,,,
05/03/2018,13:30,,,40.63312,-74.13676,"(40.63312, -74.13676)",,,357       PORT RICHMOND AVENUE          ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3893605,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/03/2018,13:30,,,40.828407,-73.84392,"(40.828407, -73.84392)",BRUCKNER BOULEVARD              ,ZEREGA AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,3893556,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
05/03/2018,13:30,STATEN ISLAND,10308,40.556137,-74.158615,"(40.556137, -74.158615)",ABINGDON AVENUE                 ,LEVERETT AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,,,,,3893153,SPORT UTILITY / STATION WAGON,,,,
05/03/2018,13:30,QUEENS,11413,40.657864,-73.766075,"(40.657864, -73.766075)",182 STREET                      ,149 ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3893637,PICK-UP TRUCK,PASSENGER VEHICLE,,,
05/03/2018,13:30,MANHATTAN,10033,40.849297,-73.93897,"(40.849297, -73.93897)",FORT WASHINGTON AVENUE          ,WEST 179 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3893659,PASSENGER VEHICLE,VN,,,
05/03/2018,13:30,BROOKLYN,11216,40.677025,-73.95268,"(40.677025, -73.95268)",BEDFORD AVENUE                  ,DEAN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3894235,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/03/2018,13:30,BROOKLYN,11205,40.697933,-73.96008,"(40.697933, -73.96008)",,,773       KENT AVENUE                   ,0,0,0,0,0,0,0,0,Unspecified,,,,,3893749,PASSENGER VEHICLE,,,,
05/03/2018,13:28,MANHATTAN,10025,40.795532,-73.975845,"(40.795532, -73.975845)",WEST 95 STREET                  ,RIVERSIDE DRIVE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3893772,PASSENGER VEHICLE,PICK-UP TRUCK,,,
05/03/2018,13:28,BRONX,10473,40.816906,-73.84755,"(40.816906, -73.84755)",LACOMBE AVENUE                  ,CASTLE HILL AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3895971,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/03/2018,13:25,QUEENS,11378,40.72262,-73.901535,"(40.72262, -73.901535)",FLUSHING AVENUE                 ,64 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3894193,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,13:25,BRONX,10469,40.87647,-73.85301,"(40.87647, -73.85301)",,,1132      EAST 214 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3895098,SPORT UTILITY / STATION WAGON,,,,
05/03/2018,13:23,,,40.59195,-74.16411,"(40.59195, -74.16411)",,,2235      RICHMOND AVENUE               ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3893606,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,13:20,,,40.591393,-73.907875,"(40.591393, -73.907875)",BELT PARKWAY                    ,,,4,0,0,0,0,0,4,0,Following Too Closely,Unspecified,,,,3892940,SPORT UTILITY / STATION WAGON,TAXI,,,
05/03/2018,13:19,,,,,,FLATBUSH AVENUE                 ,GRAND ARMY PLAZA,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3893292,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/03/2018,13:17,BRONX,10467,40.88412,-73.864586,"(40.88412, -73.864586)",,,652       EAST 219 STREET               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3895099,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,13:16,BROOKLYN,11226,40.655594,-73.94717,"(40.655594, -73.94717)",NEW YORK AVENUE                 ,CLARKSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3899653,Sedan,,,,
05/03/2018,13:15,,,40.76652,-73.92059,"(40.76652, -73.92059)",32 STREET                       ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3898483,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/03/2018,13:15,STATEN ISLAND,10301,0,0,"(0.0, 0.0)",TODT HILL ROAD                  ,OCEAN TERRACE,,0,0,0,0,0,0,0,0,Traffic Control Device Improper/Non-Working,Traffic Control Device Improper/Non-Working,,,,3893147,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/03/2018,13:10,,,40.885532,-73.894684,"(40.885532, -73.894684)",BAILEY AVENUE                   ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3893631,SPORT UTILITY / STATION WAGON,BU,,,
05/03/2018,13:05,BROOKLYN,11236,40.6338,-73.8897,"(40.6338, -73.8897)",SEAVIEW AVENUE                  ,ROCKAWAY PARKWAY,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3892914,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/03/2018,13:05,,,40.729923,-73.91208,"(40.729923, -73.91208)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3894200,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
05/03/2018,13:03,,,40.798832,-73.95203,"(40.798832, -73.95203)",,,WEST 111 STREET                         ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,,,3895912,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,TK,,
05/03/2018,13:01,MANHATTAN,10038,40.710426,-74.00392,"(40.710426, -74.00392)",,,100       GOLD STREET                   ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3893093,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,13:00,,,40.72634,-73.76508,"(40.72634, -73.76508)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3893661,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
05/03/2018,13:00,,,40.620914,-73.9753,"(40.620914, -73.9753)",BAY PARKWAY                     ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3894719,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,13:00,,,40.738068,-73.93111,"(40.738068, -73.93111)",35 STREET                       ,HUNTERS POINT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3894044,TK,PASSENGER VEHICLE,,,
05/03/2018,13:00,QUEENS,11368,40.736214,-73.85795,"(40.736214, -73.85795)",,,99-25     HORACE HARDING EXPRESSWAY     ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3895813,VN,PASSENGER VEHICLE,,,
05/03/2018,13:00,BROOKLYN,11207,40.673122,-73.90198,"(40.673122, -73.90198)",,,96        SNEDIKER AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3929422,Sedan,,,,
05/03/2018,13:00,BROOKLYN,11206,40.703,-73.94425,"(40.703, -73.94425)",,,21        MANHATTAN AVENUE              ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3892997,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/03/2018,12:56,MANHATTAN,10013,40.71843,-74.000534,"(40.71843, -74.000534)",LAFAYETTE STREET                ,CANAL STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3896698,TK,SPORT UTILITY / STATION WAGON,,,
05/03/2018,12:55,BROOKLYN,11230,40.620712,-73.95764,"(40.620712, -73.95764)",AVENUE L                        ,EAST 18 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3893903,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,12:55,QUEENS,11372,40.75682,-73.87358,"(40.75682, -73.87358)",,,94-15     NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3893601,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,12:52,,,40.662575,-73.93448,"(40.662575, -73.93448)",SCHENECTADY AVENUE              ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3894381,SPORT UTILITY / STATION WAGON,TK,,,
05/03/2018,12:50,MANHATTAN,10018,40.754726,-73.98974,"(40.754726, -73.98974)",,,249       WEST 39 STREET                ,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3895059,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,12:50,,,40.86369,-73.91707,"(40.86369, -73.91707)",WEST 207 STREET                 ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3893476,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,12:50,BROOKLYN,11201,40.69484,-73.98391,"(40.69484, -73.98391)",FLATBUSH AVENUE EXTENSION       ,JOHNSON STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3892964,PASSENGER VEHICLE,TK,,,
