DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
05/03/2018,8:10,,,40.844524,-73.902725,"(40.844524, -73.902725)",WEBSTER AVENUE                  ,CROSS BRONX EXPRESSWAY,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3893226,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,8:10,,,40.63232,-74.01669,"(40.63232, -74.01669)",7 AVENUE                        ,68 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3893120,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,8:09,QUEENS,11433,40.697994,-73.79787,"(40.697994, -73.79787)",157 STREET                      ,SOUTH ROAD,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3897229,PASSENGER VEHICLE,,,,
05/03/2018,8:05,,,40.76663,-73.88903,"(40.76663, -73.88903)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3893443,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,8:05,QUEENS,11418,40.70001,-73.830894,"(40.70001, -73.830894)",JAMAICA AVENUE                  ,LEFFERTS BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3892998,SPORT UTILITY / STATION WAGON,TK,,,
05/03/2018,8:05,BROOKLYN,11212,40.6615,-73.91593,"(40.6615, -73.91593)",,,62        LIVONIA AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3893083,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,8:00,STATEN ISLAND,10310,40.62722,-74.115456,"(40.62722, -74.115456)",BROADWAY                        ,WEST RALEIGH AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3893759,PASSENGER VEHICLE,MOTORCYCLE,,,
05/03/2018,8:00,,,,,,CROSS BAY BOULEVARD             ,MILE POST 9234,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,,,,,3893550,PASSENGER VEHICLE,,,,
05/03/2018,8:00,,,40.828,-73.84701,"(40.828, -73.84701)",BRUCKNER BOULEVARD              ,HAVEMEYER AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3893413,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,8:00,,,40.610115,-73.988945,"(40.610115, -73.988945)",74 STREET                       ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3895188,PASSENGER VEHICLE,,,,
05/03/2018,8:00,BROOKLYN,11236,40.642525,-73.90855,"(40.642525, -73.90855)",,,1086      REMSEN AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3893198,PASSENGER VEHICLE,,,,
05/03/2018,8:00,BROOKLYN,11233,40.684284,-73.92837,"(40.684284, -73.92837)",,,597       HALSEY STREET                 ,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3893959,PASSENGER VEHICLE,,,,
05/03/2018,18:20,QUEENS,11411,40.698357,-73.73137,"(40.698357, -73.73137)",115 AVENUE                      ,227 STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3894313,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,18:20,,,40.658577,-73.89063,"(40.658577, -73.89063)",LINDEN BOULEVARD                ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3892977,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/03/2018,18:20,,,40.638695,-73.87859,"(40.638695, -73.87859)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3893688,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,18:20,BRONX,10458,40.864227,-73.89578,"(40.864227, -73.89578)",EAST 192 STREET                 ,GRAND CONCOURSE,,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,3896664,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/03/2018,18:17,,,40.611313,-74.09844,"(40.611313, -74.09844)",CLOVE ROAD                      ,NARROWS ROAD NORTH,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3893760,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,18:15,BROOKLYN,11237,40.6993,-73.91361,"(40.6993, -73.91361)",LINDEN STREET                   ,MYRTLE AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3893284,SPORT UTILITY / STATION WAGON,BICYCLE,,,
05/03/2018,18:15,MANHATTAN,10019,,,,12 AVENUE                       ,WEST 51 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3893207,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,18:15,BROOKLYN,11216,40.678604,-73.94967,"(40.678604, -73.94967)",,,551       NOSTRAND AVENUE               ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3893773,PASSENGER VEHICLE,TT,,,
05/03/2018,18:14,MANHATTAN,10031,40.82442,-73.94571,"(40.82442, -73.94571)",,,418       WEST 145 STREET               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3894466,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/03/2018,18:10,MANHATTAN,10003,40.733524,-73.989876,"(40.733524, -73.989876)",4 AVENUE                        ,EAST 13 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3893304,TAXI,SPORT UTILITY / STATION WAGON,,,
05/03/2018,18:10,BROOKLYN,11223,40.608814,-73.973,"(40.608814, -73.973)",MC DONALD AVENUE                ,AVENUE P,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3892996,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,18:05,BROOKLYN,11203,40.6592,-73.9312,"(40.6592, -73.9312)",,,590       UTICA AVENUE                  ,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,3893129,TAXI,PASSENGER VEHICLE,,,
05/03/2018,18:01,BROOKLYN,11218,,,,PROSPECT EXPRESSWAY             ,CHURCH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3894929,SPORT UTILITY / STATION WAGON,,,,
05/03/2018,18:00,,,,,,FLATBUSH AVENUE                 ,GRAND ARMY PLAZA,,0,0,0,0,0,0,0,0,,,,,,3893301,SPORT UTILITY / STATION WAGON,TAXI,,,
05/03/2018,18:00,,,40.869118,-73.83048,"(40.869118, -73.83048)",BARTOW AVENUE                   ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3898864,Bus,Sedan,,,
05/03/2018,18:00,QUEENS,11373,40.747417,-73.87686,"(40.747417, -73.87686)",,,89-21     ELMHURST AVENUE               ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3893188,PICK-UP TRUCK,PASSENGER VEHICLE,,,
05/03/2018,18:00,MANHATTAN,10035,40.80297,-73.93844,"(40.80297, -73.93844)",,,2021      LEXINGTON AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3893024,SPORT UTILITY / STATION WAGON,,,,
05/03/2018,18:00,BROOKLYN,11224,40.574814,-73.98986,"(40.574814, -73.98986)",,,2964      WEST 23 STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3894885,TAXI,PASSENGER VEHICLE,,,
05/03/2018,18:00,BROOKLYN,11221,40.694546,-73.92724,"(40.694546, -73.92724)",BUSHWICK AVENUE                 ,KOSCIUSZKO STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Pavement Defective,,,,3893282,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,18:00,BROOKLYN,11212,40.658836,-73.92046,"(40.658836, -73.92046)",KINGS HIGHWAY                   ,EAST 95 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3895276,AM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
05/03/2018,18:00,BRONX,10461,40.845425,-73.84492,"(40.845425, -73.84492)",EASTCHESTER ROAD                ,BLONDELL AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3892916,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,17:56,,,40.725098,-73.95758,"(40.725098, -73.95758)",FRANKLIN STREET                 ,,,0,0,0,0,0,0,0,0,Steering Failure,Unspecified,,,,3893074,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
05/03/2018,17:53,QUEENS,11354,40.77079,-73.826584,"(40.77079, -73.826584)",,,29-40     UNION STREET                  ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3892919,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,17:50,,,40.607864,-74.179184,"(40.607864, -74.179184)",SOUTH AVENUE                    ,TELEPORT DRIVE,,1,0,0,0,0,0,1,0,Steering Failure,,,,,3893048,PASSENGER VEHICLE,,,,
05/03/2018,17:50,,,40.725796,-73.99762,"(40.725796, -73.99762)",WEST HOUSTON STREET             ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3893799,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,17:50,,,40.680664,-73.902626,"(40.680664, -73.902626)",BUSHWICK AVENUE                 ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3892974,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,17:50,QUEENS,11373,40.734318,-73.873215,"(40.734318, -73.873215)",,,89-30     QUEENS BOULEVARD              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3893895,PASSENGER VEHICLE,,,,
05/03/2018,17:46,BROOKLYN,11218,40.633907,-73.97047,"(40.633907, -73.97047)",,,3821      18 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3893953,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,17:45,,,40.715073,-73.82722,"(40.715073, -73.82722)",UNION TURNPIKE                  ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3893007,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,17:45,,,40.64581,-74.00242,"(40.64581, -74.00242)",7 AVENUE                        ,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3893079,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,17:45,QUEENS,11101,40.735527,-73.93698,"(40.735527, -73.93698)",VANDAM STREET                   ,35 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,3894049,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,17:45,MANHATTAN,10118,40.74834,-73.98465,"(40.74834, -73.98465)",,,350       5 AVENUE                      ,0,0,0,0,0,0,0,0,,,,,,3894658,BU,PASSENGER VEHICLE,,,
05/03/2018,17:45,BROOKLYN,11219,40.635166,-73.98481,"(40.635166, -73.98481)",44 STREET                       ,15 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3894831,SPORT UTILITY / STATION WAGON,,,,
05/03/2018,17:45,BROOKLYN,11209,,,,,,800       POLY PLACE                    ,0,0,0,0,0,0,0,0,Unspecified,,,,,3894186,PASSENGER VEHICLE,,,,
05/03/2018,17:43,BRONX,10469,40.86553,-73.86056,"(40.86553, -73.86056)",ALLERTON AVENUE                 ,RADCLIFF AVENUE,,2,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3894553,Sedan,Sedan,,,
05/03/2018,17:40,,,40.824932,-73.82431,"(40.824932, -73.82431)",CROSS BRONX EXPRESSWAY          ,RANDALL AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3893022,SPORT UTILITY / STATION WAGON,,,,
05/03/2018,17:40,,,,,,BEDFORD AVENUE                  ,LINDEN PLACE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Following Too Closely,,,,3893008,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,17:40,QUEENS,11691,40.61014,-73.75358,"(40.61014, -73.75358)",,,14-87     BEACH CHANNEL DRIVE           ,0,0,0,0,0,0,0,0,Backing Unsafely,Passing or Lane Usage Improper,,,,3893018,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/03/2018,17:40,MANHATTAN,10019,,,,W 56TH STREET                   ,BROADWAY,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,,,3893206,TK,TAXI,,,
05/03/2018,17:40,BROOKLYN,11231,40.673298,-74.00835,"(40.673298, -74.00835)",BAY STREET                      ,COLUMBIA STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3894166,PASSENGER VEHICLE,PICK-UP TRUCK,,,
05/03/2018,17:39,MANHATTAN,10027,40.809643,-73.947845,"(40.809643, -73.947845)",7 AVENUE                        ,WEST 126 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3893745,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,17:35,,,40.62104,-74.03206,"(40.62104, -74.03206)",3 AVENUE                        ,90 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3896182,SPORT UTILITY / STATION WAGON,,,,
05/03/2018,17:35,BROOKLYN,11218,40.65561,-73.977875,"(40.65561, -73.977875)",17 STREET                       ,11 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3893133,SPORT UTILITY / STATION WAGON,,,,
05/03/2018,17:35,,,40.734978,-73.8614,"(40.734978, -73.8614)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3893189,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,17:30,QUEENS,11429,40.712944,-73.74524,"(40.712944, -73.74524)",213 STREET                      ,102 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3893138,SPORT UTILITY / STATION WAGON,,,,
05/03/2018,17:30,,,40.63604,-74.135506,"(40.63604, -74.135506)",,,1572      CASTLETON AVENUE              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3893944,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,17:30,,,40.539898,-74.16103,"(40.539898, -74.16103)",RICHMOND AVENUE                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3893151,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,17:30,,,40.735664,-73.84496,"(40.735664, -73.84496)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Unspecified,,,3893261,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
05/03/2018,17:30,QUEENS,11106,40.761936,-73.926544,"(40.761936, -73.926544)",,,32-58     30 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3893910,SPORT UTILITY / STATION WAGON,,,,
05/03/2018,17:30,BROOKLYN,11219,40.633198,-74.00267,"(40.633198, -74.00267)",,,1063      58 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3894705,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/03/2018,17:30,BROOKLYN,11208,40.667774,-73.87005,"(40.667774, -73.87005)",,,786       EUCLID AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3914129,Sedan,Sedan,,,
05/03/2018,17:30,BROOKLYN,11207,40.672714,-73.89032,"(40.672714, -73.89032)",PITKIN AVENUE                   ,VAN SICLEN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3892976,PASSENGER VEHICLE,TK,,,
05/03/2018,17:30,BROOKLYN,11207,40.675785,-73.90269,"(40.675785, -73.90269)",EAST NEW YORK AVENUE            ,ATLANTIC AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3892972,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,17:28,BROOKLYN,11220,40.63502,-74.008804,"(40.63502, -74.008804)",,,828       60 STREET                     ,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3894910,LL,SPORT UTILITY / STATION WAGON,,,
05/03/2018,17:28,BRONX,10462,40.832233,-73.85427,"(40.832233, -73.85427)",ELLIS AVENUE                    ,OLMSTEAD AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3892918,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/03/2018,17:26,,,40.75829,-73.83431,"(40.75829, -73.83431)",ROOSEVELT AVENUE                ,COLLEGE POINT BOULEVARD,,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,3893104,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,17:25,,,40.700665,-74.01542,"(40.700665, -74.01542)",BROOKLYN BATTERY TUNNEL         ,,,3,0,0,0,0,0,3,0,Brakes Defective,Unspecified,,,,3904657,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/03/2018,17:25,,,40.72202,-73.98345,"(40.72202, -73.98345)",AVENUE B                        ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3893721,PASSENGER VEHICLE,,,,
05/03/2018,17:25,QUEENS,11368,40.757507,-73.859344,"(40.757507, -73.859344)",,,33-20     110 STREET                    ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3894108,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
05/03/2018,17:24,QUEENS,11104,40.74678,-73.919876,"(40.74678, -73.919876)",SKILLMAN AVENUE                 ,44 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3894047,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,17:22,,,40.610214,-73.94371,"(40.610214, -73.94371)",NOSTRAND AVENUE                 ,QUENTIN ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3893005,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/03/2018,17:20,STATEN ISLAND,10306,40.56534,-74.11494,"(40.56534, -74.11494)",HYLAN BOULEVARD                 ,CANNON BOULEVARD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3893178,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,17:20,QUEENS,11105,40.77871,-73.91195,"(40.77871, -73.91195)",,,21-51     27 STREET                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3898480,Sedan,Sedan,,,
05/03/2018,17:19,MANHATTAN,10075,40.776318,-73.962135,"(40.776318, -73.962135)",EAST 79 STREET                  ,MADISON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3896921,SPORT UTILITY / STATION WAGON,,,,
05/03/2018,17:16,BROOKLYN,11203,40.650948,-73.94668,"(40.650948, -73.94668)",NEW YORK AVENUE                 ,CHURCH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3895274,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/03/2018,17:15,QUEENS,11420,40.66386,-73.82297,"(40.66386, -73.82297)",NASSAU EXPRESSWAY               ,LEFFERTS BOULEVARD,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3893053,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,17:15,,,,,,HORACE HARDING EXPRESSWAY       ,MAIN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3899562,Sedan,Station Wagon/Sport Utility Vehicle,,,
05/03/2018,17:15,,,40.7699,-73.91608,"(40.7699, -73.91608)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3893905,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
05/03/2018,17:15,QUEENS,11373,40.734135,-73.86918,"(40.734135, -73.86918)",92 STREET                       ,59 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3893195,PASSENGER VEHICLE,,,,
05/03/2018,17:12,BRONX,10458,40.868317,-73.88189,"(40.868317, -73.88189)",WEBSTER AVENUE                  ,EAST 201 STREET,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,Unspecified,Unspecified,,3892942,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,
05/03/2018,17:10,,,40.677498,-73.8276,"(40.677498, -73.8276)",ROCKAWAY BOULEVARD              ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3893054,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,17:10,QUEENS,11377,40.75184,-73.90358,"(40.75184, -73.90358)",58 STREET                       ,BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3894059,PASSENGER VEHICLE,,,,
05/03/2018,17:05,BROOKLYN,11229,40.605633,-73.95933,"(40.605633, -73.95933)",,,1319      AVENUE R                      ,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3892994,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/03/2018,17:05,,,40.86443,-73.83069,"(40.86443, -73.83069)",NEW ENGLAND THRUWAY             ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3895235,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/03/2018,17:05,BROOKLYN,11234,40.635185,-73.92862,"(40.635185, -73.92862)",UTICA AVENUE                    ,GLENWOOD ROAD,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3896041,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,17:05,BRONX,10453,40.846893,-73.92055,"(40.846893, -73.92055)",UNIVERSITY AVENUE               ,WEST 174 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3893393,PASSENGER VEHICLE,BU,,,
05/03/2018,17:04,BROOKLYN,11210,40.628647,-73.95207,"(40.628647, -73.95207)",BEDFORD AVENUE                  ,AVENUE I,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3893923,PASSENGER VEHICLE,BICYCLE,,,
05/03/2018,17:03,BRONX,10463,40.87397,-73.906494,"(40.87397, -73.906494)",,,2811      EXTERIOR STREET               ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,Backing Unsafely,,,3893849,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
05/03/2018,17:00,BROOKLYN,11201,40.689144,-73.99071,"(40.689144, -73.99071)",BOERUM PLACE                    ,ATLANTIC AVENUE,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,,,,,3893035,SPORT UTILITY / STATION WAGON,TAXI,,,
05/03/2018,17:00,,,,,,WHITESTONE EXPRESSWAY           ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3893013,TK,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
05/03/2018,17:00,,,,,,MAIN STREET                     ,HORACE HARDING EXPRESSWAY,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3893105,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,17:00,,,,,,GRAND CENTRAL PARKWAY           ,LITTLE NECK PARKWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3893036,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/03/2018,17:00,,,40.608593,-74.00486,"(40.608593, -74.00486)",86 STREET                       ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3892955,TT,PASSENGER VEHICLE,,,
05/03/2018,17:00,QUEENS,11373,40.74609,-73.89128,"(40.74609, -73.89128)",,,40-37     74 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,,,,,3893187,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/03/2018,17:00,QUEENS,11369,40.767727,-73.87235,"(40.767727, -73.87235)",,,23-26     98 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3894143,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,17:00,QUEENS,11367,40.7389,-73.82488,"(40.7389, -73.82488)",,,63-25     MAIN STREET                   ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3896078,SPORT UTILITY / STATION WAGON,,,,
05/03/2018,17:00,QUEENS,11356,40.78448,-73.85668,"(40.78448, -73.85668)",,,110-06    14 ROAD                       ,0,0,0,0,0,0,0,0,Unspecified,,,,,3892931,PASSENGER VEHICLE,,,,
05/03/2018,17:00,QUEENS,11355,40.74831,-73.82599,"(40.74831, -73.82599)",56 AVENUE                       ,MAIN STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3892937,SPORT UTILITY / STATION WAGON,,,,
05/03/2018,17:00,BROOKLYN,11223,,,,,,2232      MCDONALD AVENUE               ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3892957,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/03/2018,16:59,BROOKLYN,11230,40.62418,-73.97048,"(40.62418, -73.97048)",OCEAN PARKWAY                   ,AVENUE J,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3894837,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/03/2018,16:59,BROOKLYN,11219,40.63766,-73.989365,"(40.63766, -73.989365)",,,4419      13 AVENUE                     ,0,0,0,0,0,0,0,0,Driver Inexperience,,,,,3894930,VN,,,,
05/03/2018,16:58,,,40.795456,-73.96564,"(40.795456, -73.96564)",WEST 100 STREET                 ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3893776,VAN,PASSENGER VEHICLE,,,
05/03/2018,16:57,,,40.848736,-73.93234,"(40.848736, -73.93234)",WEST 181 STREET                 ,,,1,0,0,0,0,0,1,0,Unspecified,,,,,3893738,PASSENGER VEHICLE,,,,
05/03/2018,16:57,,,40.795403,-73.94188,"(40.795403, -73.94188)",3 AVENUE                        ,,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3893735,BU,PASSENGER VEHICLE,,,
